"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","LEAVE","ID"
"zero",125565,46,0,402152,537,18,14,"very_unsat","very_little","no",4461
"zero",89284,0,13,202213,347,3,4,"avg","little","no",3030
"one",85593,220,72,617756,163,29,1,"very_unsat","very_little","no",1714
"one",110406,70,0,820709,879,3,12,"very_unsat","little","no",3407
"zero",119128,163,17,179187,497,22,6,"very_sat","very_high","no",5452
"zero",52197,0,15,621101,255,1,11,"unsat","little","no",6162
"zero",20752,191,0,151681,243,28,13,"very_sat","very_high","no",4159
"one",136515,182,13,998419,607,13,4,"unsat","high","no",7162
"one",153804,196,19,541409,661,13,1,"very_sat","little","yes",1522
"zero",49165,0,8,703146,218,0,4,"very_unsat","high","no",888
"zero",109268,32,0,258512,435,4,13,"avg","little","yes",4883
"zero",105185,170,11,337072,583,12,4,"sat","high","no",6026
"one",124520,0,62,338596,723,1,1,"unsat","very_high","no",1879
"one",138616,0,12,801453,761,1,4,"very_unsat","very_high","no",2358
"zero",143599,245,17,601400,887,26,5,"unsat","little","no",5454
"zero",136930,0,0,975513,848,1,10,"very_sat","very_little","no",4505
"one",116544,73,20,822056,643,4,5,"very_sat","very_high","yes",6402
"zero",84101,73,10,516822,323,5,4,"very_unsat","very_high","no",65
"zero",61156,81,36,917727,301,5,1,"very_unsat","little","no",9729
"one",78184,43,54,298892,361,1,1,"very_sat","very_little","no",3223
"one",89327,84,44,152620,333,3,2,"avg","little","no",5916
"zero",139512,79,10,564615,526,4,4,"very_unsat","little","no",2409
"zero",58817,56,7,334452,272,3,6,"very_unsat","very_high","no",3834
"zero",30510,58,28,253591,236,5,1,"very_unsat","avg","no",4104
"zero",31339,181,9,317186,248,15,5,"very_unsat","high","no",3526
"one",104048,222,52,506062,636,17,1,"unsat","very_high","yes",2782
"one",65156,223,0,660865,378,11,1,"unsat","little","yes",5915
"one",150969,76,16,908048,523,4,5,"avg","very_little","yes",1749
"zero",77932,0,0,293092,376,1,9,"very_unsat","little","no",2422
"zero",114738,79,0,192150,797,5,2,"very_unsat","little","no",721
"zero",43567,0,87,541877,238,1,2,"unsat","little","yes",9539
"zero",53260,0,0,681359,251,0,11,"very_unsat","high","no",8256
"zero",29754,56,0,965878,146,29,11,"unsat","very_little","no",7745
"zero",93795,225,21,369393,292,19,5,"very_sat","little","no",9780
"one",50281,52,0,298560,170,4,12,"very_sat","little","no",3950
"zero",33016,157,77,591308,188,29,2,"very_unsat","high","no",4456
"zero",46278,0,24,277953,230,0,6,"very_sat","little","no",9274
"one",28287,55,17,848313,194,4,4,"very_sat","avg","no",6223
"one",25928,0,26,726235,170,0,2,"very_sat","very_little","no",998
"zero",133134,64,0,281091,676,3,1,"avg","little","no",8190
"zero",69040,58,0,240705,264,4,1,"very_unsat","very_high","no",7095
"zero",68213,47,0,796028,377,26,14,"very_unsat","little","no",9725
"zero",119315,0,84,705764,753,1,1,"very_unsat","very_little","no",1396
"zero",61741,0,8,912220,384,1,4,"unsat","little","no",5975
"one",46016,193,83,592013,231,28,1,"sat","very_high","no",5627
"zero",29401,53,80,269962,158,4,2,"very_unsat","little","yes",4262
"zero",51083,24,0,197681,282,4,9,"very_sat","little","no",5233
"zero",119854,0,10,199373,418,1,2,"very_unsat","little","no",288
"one",105359,0,0,193481,214,1,13,"very_sat","high","no",5854
"zero",136580,211,0,568470,640,27,10,"very_unsat","little","no",8663
"zero",35067,0,21,630874,138,0,4,"avg","little","no",2833
"zero",146965,66,7,648138,478,5,5,"very_unsat","very_high","no",1740
"zero",87569,0,0,733240,842,0,13,"very_sat","little","no",556
"zero",74672,202,0,179964,373,24,15,"avg","little","no",5638
"zero",150046,193,13,550588,517,17,4,"very_unsat","very_high","no",6332
"zero",47211,67,0,938547,186,3,15,"very_sat","very_little","no",7143
"one",25081,204,0,612859,235,11,15,"very_sat","little","no",3143
"one",84075,151,56,203681,313,29,1,"very_unsat","very_little","no",4454
"one",77340,216,0,609045,388,27,6,"very_sat","little","no",6272
"one",114847,48,0,221760,212,5,12,"unsat","very_little","yes",1708
"one",91975,0,24,497734,333,1,5,"very_unsat","high","yes",2424
"zero",78108,196,29,390598,370,18,1,"unsat","very_little","no",8482
"one",90777,202,48,325913,131,5,1,"very_unsat","very_high","yes",9618
"one",42313,0,9,896754,229,1,6,"very_unsat","very_little","no",726
"one",31365,78,11,572888,227,4,1,"very_unsat","little","no",176
"zero",90478,222,0,730632,532,29,4,"very_unsat","very_high","no",1
"zero",159415,66,0,952781,432,4,10,"very_unsat","very_high","yes",2014
"one",134135,37,0,529366,727,5,12,"very_sat","very_high","no",1218
"one",123564,0,13,959253,827,1,2,"unsat","little","yes",3044
"zero",141222,0,87,188079,544,1,2,"very_sat","little","no",6851
"zero",33967,0,0,779998,211,1,14,"very_unsat","very_high","no",2471
"one",47416,0,0,523013,211,1,9,"very_sat","very_high","no",8776
"zero",35032,0,22,680730,193,0,5,"very_unsat","little","no",793
"zero",73986,68,15,532621,291,3,12,"avg","very_high","no",1944
"zero",136084,0,0,438355,489,1,12,"very_sat","little","yes",2943
"zero",130405,280,58,896068,279,21,2,"very_unsat","very_little","no",5930
"one",100631,257,0,433947,685,19,14,"avg","little","no",5909
"zero",43458,38,24,880208,241,5,5,"sat","little","no",2892
"zero",124437,0,79,921413,721,0,1,"very_unsat","very_high","no",359
"one",27593,0,0,669932,215,0,13,"unsat","very_high","yes",9589
"zero",83780,190,0,855056,360,15,13,"very_unsat","little","no",4762
"zero",22614,238,0,946740,179,18,14,"very_unsat","very_high","no",9981
"one",141560,217,9,386035,612,27,4,"sat","high","no",4354
"zero",43506,0,0,586547,184,1,2,"very_unsat","little","no",2821
"zero",88538,61,85,749454,271,4,1,"unsat","little","yes",754
"one",118346,209,0,293147,765,22,14,"very_sat","very_high","no",3770
"zero",101097,57,19,897889,641,20,6,"avg","very_high","no",4836
"one",45806,79,0,746182,260,3,11,"avg","very_high","no",1935
"one",92411,166,79,436408,366,17,1,"very_unsat","very_high","no",9747
"one",128971,165,0,694024,616,28,15,"very_sat","little","yes",1747
"one",120240,212,15,169640,679,16,4,"sat","little","yes",5422
"zero",57411,59,0,592040,244,5,9,"unsat","very_high","no",7159
"one",42978,0,71,307927,169,16,4,"sat","high","no",6698
"one",76648,235,14,659049,333,23,4,"very_sat","high","no",229
"zero",115465,29,0,183045,541,5,14,"sat","very_little","yes",8676
"zero",43919,87,85,550651,137,5,2,"very_sat","very_little","no",9615
"one",46059,209,10,511918,159,14,6,"avg","very_high","no",7929
"one",158179,226,21,269368,478,18,5,"avg","very_high","yes",131
"zero",21295,0,11,723403,212,1,4,"very_sat","very_high","no",5846
"one",23891,194,36,904376,224,11,2,"very_sat","little","yes",5851
"one",76335,71,63,274501,363,5,8,"avg","little","yes",6935
"one",46444,0,0,267002,160,0,15,"avg","little","no",5245
"one",30347,223,34,490221,155,12,2,"very_unsat","little","no",2724
"zero",83774,184,41,219970,367,21,2,"very_unsat","avg","no",828
"zero",54949,204,0,774986,308,22,9,"very_unsat","very_little","no",8661
"one",122659,213,18,239550,446,24,2,"very_unsat","very_high","no",9447
"one",132825,59,0,544838,326,4,15,"very_sat","little","no",1157
"zero",90035,0,37,936539,368,4,1,"very_unsat","high","no",2110
"one",77377,0,0,900613,343,1,11,"very_unsat","little","no",4247
"one",123175,260,74,416463,553,28,2,"very_unsat","very_high","no",9907
"zero",152654,75,44,822109,743,4,1,"very_unsat","very_little","no",5427
"one",32454,77,0,463545,138,3,12,"very_unsat","very_little","no",6613
"one",96919,229,0,567883,348,25,8,"unsat","very_high","no",4703
"one",102385,0,80,623687,224,0,1,"unsat","high","yes",4866
"one",40963,186,9,782542,195,10,5,"very_sat","high","yes",6881
"one",52064,0,65,883531,312,0,1,"very_unsat","very_little","no",6229
"one",24007,0,0,227976,197,1,12,"very_sat","very_little","yes",8258
"zero",47280,0,0,254751,146,1,15,"avg","little","no",853
"zero",123384,189,0,227994,531,1,11,"avg","little","no",354
"zero",137296,145,0,456603,470,23,13,"very_unsat","very_high","no",6581
"one",77383,181,85,175071,378,28,2,"unsat","very_little","no",4596
"one",25625,60,0,293295,228,4,10,"very_sat","little","no",241
"zero",133156,0,0,317265,437,0,15,"very_unsat","little","no",7176
"one",65304,250,65,459382,336,12,1,"very_sat","little","yes",7151
"one",61262,70,0,252315,375,3,8,"very_sat","little","no",715
"zero",111320,0,6,473823,673,1,5,"very_sat","very_high","yes",682
"zero",28785,76,79,576779,144,3,5,"unsat","very_high","no",6080
"zero",155917,203,74,799140,444,10,1,"very_unsat","little","no",9866
"one",158798,0,72,189757,870,1,1,"very_unsat","little","no",8890
"zero",95056,0,73,164501,344,1,2,"sat","little","no",5614
"one",157535,139,77,647260,226,22,1,"very_unsat","very_little","no",8384
"one",30067,62,5,828833,154,3,4,"avg","little","yes",2252
"one",36612,58,0,456577,140,3,9,"avg","very_high","no",2691
"one",149096,76,24,780789,382,4,6,"very_unsat","little","no",7352
"zero",113220,152,18,540309,884,15,5,"avg","very_high","no",1896
"zero",40721,0,23,791779,137,1,6,"unsat","very_little","yes",6763
"zero",143963,215,0,674354,680,11,11,"very_sat","avg","no",7145
"one",100991,265,6,365483,484,15,1,"unsat","little","yes",5136
"zero",113787,58,23,223622,546,4,6,"avg","very_high","no",2102
"one",133722,0,77,163558,520,0,2,"unsat","little","no",1163
"one",93134,61,9,633917,313,5,6,"very_unsat","very_high","yes",7213
"zero",39689,0,0,600753,466,1,14,"very_unsat","very_little","no",8101
"one",135755,0,0,377016,535,29,14,"very_unsat","avg","no",1325
"zero",47048,0,7,834903,188,1,6,"very_sat","little","no",323
"one",89845,51,66,272020,286,5,2,"very_unsat","little","no",2614
"zero",29152,0,20,182766,142,1,4,"very_unsat","little","no",9760
"one",126035,231,0,721999,407,19,11,"very_sat","little","no",45
"one",40999,0,65,725706,209,1,2,"very_sat","very_high","yes",9009
"one",80971,231,78,856998,363,11,2,"avg","little","yes",8966
"one",45699,0,69,416311,658,1,1,"very_unsat","little","no",1260
"zero",114931,0,72,441233,617,0,1,"very_unsat","very_high","no",3416
"one",108407,70,0,732754,704,5,8,"very_sat","little","no",3413
"zero",49150,163,0,487856,176,26,9,"sat","very_little","no",2268
"zero",73141,0,23,783717,334,1,5,"very_unsat","very_little","no",5177
"one",157488,229,11,580852,635,3,1,"very_unsat","very_high","no",9703
"zero",130956,225,0,529086,818,10,11,"unsat","very_little","no",8392
"zero",56393,57,42,212500,264,4,1,"very_unsat","very_little","no",8784
"zero",76389,170,69,751878,371,15,1,"unsat","little","yes",8267
"zero",82387,192,16,280770,351,1,6,"very_unsat","very_high","no",837
"zero",96109,60,15,239569,281,5,5,"sat","avg","no",7055
"one",93361,191,0,674044,312,22,10,"avg","little","no",5811
"zero",85628,93,64,770378,331,3,1,"sat","high","no",9943
"one",79058,164,76,164543,315,14,1,"very_unsat","very_little","no",5460
"zero",31188,0,0,436251,180,1,13,"very_unsat","very_little","no",7016
"zero",54260,0,0,176137,335,1,2,"unsat","very_little","no",5848
"one",106033,189,0,912705,489,19,8,"very_unsat","little","no",8582
"zero",39565,0,13,266458,154,1,5,"avg","very_little","yes",9553
"one",32694,221,0,188039,187,23,9,"very_sat","very_little","yes",6565
"one",86440,44,12,188892,151,1,4,"very_sat","little","yes",4707
"one",125315,230,66,234943,432,11,1,"very_unsat","little","no",9015
"one",40707,75,19,965325,132,5,6,"very_sat","high","yes",9499
"zero",151118,249,0,225416,693,10,10,"very_unsat","little","no",6386
"one",76630,0,10,368094,366,0,6,"very_unsat","avg","no",61
"one",94821,153,5,852098,359,17,9,"very_unsat","avg","no",5899
"one",45610,225,6,456479,244,12,6,"very_unsat","little","no",7992
"one",156951,189,65,247517,829,12,2,"avg","high","no",6000
"one",71627,231,0,395723,379,12,13,"unsat","very_little","yes",4107
"zero",87938,246,39,590263,156,10,9,"very_unsat","very_high","yes",7767
"zero",37689,0,23,386010,153,1,5,"unsat","little","no",4888
"zero",110639,92,7,318146,492,5,6,"unsat","high","yes",9735
"zero",23220,0,9,474268,207,1,5,"very_unsat","very_high","no",9627
"one",41846,223,12,821861,403,19,6,"very_unsat","little","no",4682
"zero",71279,218,0,311250,312,17,13,"avg","little","yes",216
"zero",38754,0,10,978660,190,5,4,"very_sat","very_little","yes",6525
"one",154245,198,66,500190,831,15,2,"very_unsat","very_little","no",709
"zero",152122,0,0,373426,748,0,13,"very_unsat","very_little","yes",6051
"zero",99264,73,38,861653,277,4,1,"unsat","very_high","no",5817
"one",147358,50,63,793559,810,3,1,"unsat","very_high","no",5169
"one",69741,155,0,930738,376,14,8,"very_unsat","little","no",461
"one",149365,0,87,578205,623,0,1,"unsat","high","no",5314
"zero",46005,0,9,171505,160,0,6,"very_unsat","little","no",3821
"one",68659,180,7,219246,303,19,6,"sat","little","no",2910
"one",25371,0,43,928331,177,0,1,"avg","very_little","no",102
"one",53350,54,31,282556,363,4,2,"very_sat","little","no",6890
"one",27528,194,0,985470,244,14,15,"very_unsat","little","no",9890
"zero",139278,255,0,624876,863,28,15,"unsat","very_little","yes",6306
"zero",42564,174,0,270823,209,25,13,"unsat","very_little","no",5063
"zero",150309,225,0,165357,491,27,13,"very_unsat","very_high","no",9925
"one",145191,183,0,780137,539,22,8,"very_sat","very_high","no",3921
"zero",138860,0,0,222956,377,0,8,"unsat","avg","no",8276
"one",110901,0,0,681985,795,1,9,"very_unsat","very_little","no",6963
"one",58371,208,11,752334,306,16,4,"very_sat","very_little","no",3541
"one",109558,0,0,167094,640,0,12,"very_unsat","very_little","no",7617
"zero",154462,0,31,886336,576,1,1,"very_unsat","very_high","yes",2803
"zero",72027,214,47,470394,384,1,2,"sat","little","no",6163
"one",83713,0,0,217320,344,1,14,"very_unsat","very_high","no",7464
"zero",155440,221,0,507988,753,17,2,"very_sat","very_little","no",3838
"one",29554,203,64,915748,176,17,1,"very_sat","little","no",9085
"one",102647,181,18,242728,754,1,6,"very_unsat","little","no",1369
"zero",153092,0,20,814171,564,1,4,"unsat","avg","no",4604
"one",59394,84,0,538855,251,4,11,"very_unsat","little","yes",5040
"zero",38833,215,27,233374,246,25,2,"sat","very_little","no",4378
"one",49611,0,9,190134,172,15,6,"avg","high","yes",603
"one",76071,171,5,903744,290,28,1,"very_sat","little","yes",4089
"zero",112045,0,61,878444,539,1,2,"avg","little","no",1760
"one",90852,191,0,552700,337,25,15,"avg","very_high","no",495
"zero",52300,205,0,482656,784,15,9,"very_sat","very_little","yes",4659
"zero",142797,0,11,236155,594,0,6,"avg","high","yes",5372
"one",40432,54,61,632701,154,4,1,"very_unsat","little","yes",5104
"one",25662,0,0,283234,181,0,13,"very_sat","little","no",1350
"one",60818,202,32,410766,346,15,1,"very_sat","very_little","no",5477
"one",46001,52,18,422188,207,5,4,"very_sat","little","no",6228
"zero",40801,58,61,583022,202,4,1,"very_unsat","very_high","no",230
"zero",93425,56,18,371971,311,1,5,"very_unsat","high","yes",1386
"zero",67076,0,76,270632,352,0,2,"very_unsat","little","no",7462
"one",135030,47,0,165108,845,4,11,"very_sat","very_little","no",1388
"zero",47516,207,0,400529,179,21,12,"very_unsat","avg","yes",5027
"one",93792,69,0,731553,301,5,15,"very_sat","little","yes",1367
"one",94715,207,0,292567,343,29,4,"avg","little","no",3312
"zero",30837,44,81,669200,248,5,1,"very_sat","little","no",6759
"one",46847,0,26,691611,207,0,5,"very_unsat","very_little","no",8327
"zero",102604,214,84,537245,822,4,2,"unsat","very_little","no",3244
"one",140252,0,88,866246,598,1,1,"very_unsat","little","no",3672
"zero",150701,171,76,469777,771,24,2,"very_unsat","little","no",7926
"zero",23600,60,19,208216,131,3,5,"very_sat","very_high","yes",5487
"one",68645,92,0,683511,303,4,15,"very_unsat","very_high","yes",5496
"zero",126396,0,70,584521,140,5,2,"very_unsat","high","yes",3130
"one",87003,86,0,272147,383,11,9,"very_unsat","very_high","no",3005
"zero",144694,63,0,683897,550,4,14,"unsat","little","no",6414
"one",24772,41,20,796318,133,3,5,"very_unsat","avg","no",1278
"zero",70357,68,53,271496,370,4,1,"unsat","very_little","no",2466
"one",112891,0,0,657992,533,0,14,"unsat","very_high","no",6710
"one",131626,0,0,471128,532,0,13,"very_unsat","very_little","yes",4795
"one",43440,0,42,877651,206,23,2,"very_unsat","avg","no",1399
"one",30902,0,0,516003,214,0,8,"very_sat","little","no",942
"zero",107044,0,0,958188,298,0,9,"very_unsat","very_high","yes",3109
"one",24069,180,0,215785,240,12,13,"very_unsat","little","no",1053
"zero",74167,136,0,813979,554,29,15,"very_unsat","very_little","no",4732
"one",71344,0,16,181258,251,0,4,"very_sat","little","no",7579
"zero",35146,63,21,874969,222,5,4,"very_unsat","very_high","no",5049
"one",59230,182,84,759991,317,18,2,"very_sat","very_high","yes",2454
"zero",102666,183,78,388850,735,11,2,"very_unsat","little","no",8063
"one",63135,33,80,291220,255,4,15,"very_unsat","little","no",7849
"one",136995,0,88,991682,445,0,2,"avg","very_high","no",9859
"zero",80477,0,0,561545,369,13,12,"very_sat","very_high","no",340
"zero",65170,209,0,956918,308,23,11,"unsat","very_high","no",1052
"one",39985,148,5,241249,237,15,8,"very_unsat","high","no",2175
"one",134383,57,18,229056,441,5,1,"very_unsat","little","no",1673
"zero",28083,0,44,308913,195,1,2,"avg","little","yes",2925
"one",78674,48,0,297403,311,3,13,"very_unsat","little","no",1413
"zero",57933,170,0,532237,303,26,4,"unsat","high","no",1461
"one",116743,162,0,957371,644,27,12,"very_unsat","little","yes",1123
"zero",34804,0,77,209064,138,19,1,"unsat","very_little","yes",8897
"one",132565,251,17,225177,185,15,4,"unsat","very_high","no",8067
"zero",42705,192,0,319120,188,20,10,"very_unsat","high","yes",9565
"one",23684,161,0,663926,181,29,12,"unsat","little","no",6894
"zero",116853,202,70,229874,500,13,2,"avg","high","no",868
"one",132290,181,0,906316,877,22,13,"avg","little","no",5738
"zero",122534,0,55,483254,395,1,2,"very_unsat","little","yes",81
"zero",103674,61,23,869346,739,5,4,"very_unsat","very_high","yes",3404
"one",44849,0,80,254233,138,1,1,"very_unsat","little","yes",4742
"one",36733,0,51,157187,222,1,2,"very_sat","little","no",4349
"one",54783,46,39,176731,311,14,1,"unsat","very_high","yes",1243
"one",117901,0,73,589865,617,1,1,"very_unsat","very_high","yes",6895
"one",66931,63,0,631790,285,3,12,"very_sat","very_little","no",8544
"zero",102543,76,13,726312,457,5,5,"very_sat","avg","no",1637
"one",87475,220,10,154627,293,20,4,"very_sat","very_little","no",4851
"zero",78501,48,0,799318,300,4,1,"very_sat","very_little","yes",6537
